,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,gdp, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,log_rate
2635,2013,1,73.2,137,0,0.01,584.9449886,82,0,74.3,0,84,4.98,82,0.1,4266,0.1,0.1,0.718,14.3,4.3067641501733345
2636,2012,1,73.0,138,0,0.01,63.80294988,77,0,73.8,0,79,4.51,77,0.1,451,0.1,0.1,0.717,14.4,4.30406509320417
2637,2011,1,72.9,14,0,0.96,7.033980828,82,0,73.3,0,84,4.6,82,0.1,445,0.1,0.1,0.712,14.4,4.302712827954156
2638,2010,1,72.8,142,0,1.24,471.8307668,82,0,72.7,0,84,4.59,82,0.1,3547,0.1,0.1,0.707,14.4,4.301358731606427
2639,2009,1,72.5,147,0,1.08,4.783805563,84,0,72.1,0,86,4.67,84,0.1,37,0.1,0.1,0.703,14.5,4.297285406218791
2640,2008,1,72.6,145,0,1.1,569.6255035,84,0,71.5,0,88,5.13,86,0.1,3392,0.1,0.1,0.698,14.5,4.298645025734831
2641,2007,1,72.5,146,0,2.05,568.8692813,87,0,7.8,0,88,5.82,87,0.1,2932,0.1,0.1,0.698,14.5,4.297285406218791
2642,2006,1,72.4,148,0,1.79,503.5881956,89,0,7.1,0,89,5.61,88,0.1,2892,0.1,0.1,0.695,14.6,4.29592393562047
2643,2005,1,72.3,15,0,1.57,689.9440223,89,0,69.4,0,9,6.52,89,0.1,2594,0.1,0.1,0.694,14.6,4.294560608892605
2644,2004,1,72.2,151,0,1.8,423.2953509,9,0,68.6,0,91,4.87,9,0.1,2284,0.1,0.1,0.693,14.6,4.293195420967266
2645,2003,1,72.0,153,0,1.79,45.85105771,85,0,67.8,0,91,5.9,9,0.1,229,0.1,0.1,0.683,13.7,4.290459441148391
2646,2002,1,71.9,155,0,1.51,310.8203382,88,0,67.0,0,85,5.3,84,0.1,1842,0.1,0.1,0.679,13.5,4.289088639014612
2647,2001,1,71.8,157,0,1.35,330.1007394,91,4,66.2,0,91,5.66,89,0.1,1837,0.1,0.1,0.674,13.2,4.28771595520264
2648,2000,1,71.6,158,0,1.24,40.49128897,93,0,65.5,0,91,4.75,91,0.1,263,0.1,0.1,0.676,13.7,4.28496492183075
2649,2015,1,71.2,17,0,0.0,0.0,9,0,47.1,0,88,0.0,96,0.3,17321,5.7,5.9,0.779,12.7,4.279440045898781
2650,2014,1,71.1,171,0,6.94,1578.872339,92,0,46.0,0,94,5.93,92,0.3,19325,5.8,6.0,0.778,12.7,4.278054044290903
2651,2013,1,71.0,172,0,6.71,167.2657906,92,0,45.0,0,94,5.98,92,0.3,1967,5.8,6.0,0.773,12.7,4.276666119016055
2652,2012,1,78.0,174,0,6.7,1486.236406,92,0,44.0,0,91,5.78,92,0.4,19152,5.9,6.1,0.772,12.6,4.3694478524670215
2653,2011,1,76.0,176,0,6.5,144.9850711,9,0,43.0,0,91,5.6,9,0.4,1953,5.9,6.2,0.774,12.6,4.343805421853684
2654,2010,1,74.0,179,0,6.5,1389.772683,9,0,42.0,0,91,5.29,9,0.4,16683,5.9,6.3,0.772,12.5,4.31748811353631
2655,2009,1,71.0,183,0,6.37,128.0896289,9,0,41.1,0,9,6.47,9,0.2,1458,6.0,6.4,0.773,12.5,4.276666119016055
2656,2008,1,69.9,185,0,6.41,1902.693048,9,0,4.2,0,91,4.4,9,0.3,21188,6.1,6.4,0.767,12.4,4.2612704335380815
2657,2007,1,69.7,187,0,6.37,136.8836683,89,0,39.3,0,9,4.82,88,0.7,1653,6.1,6.5,0.76,12.4,4.258445572902527
2658,2006,1,69.6,188,0,6.35,103.3710689,89,0,38.4,0,89,4.49,92,0.6,1495,6.2,6.6,0.751,12.3,4.257030144499196
2659,2005,1,69.5,189,0,6.12,1187.949491,95,0,37.6,0,95,5.31,95,0.5,12323,6.3,6.7,0.745,12.3,4.255612709818223
2660,2004,1,69.4,19,0,5.82,11.85100131,94,0,36.8,0,94,5.22,94,1.0,129,6.3,6.8,0.736,12.2,4.254193263163997
2661,2003,1,69.3,191,0,5.53,78.72216127,76,0,36.0,1,91,5.13,91,0.5,884,6.4,6.9,0.729,12.0,4.252771798816619
2662,2002,1,69.2,192,0,5.12,72.03911741,5,0,35.2,1,96,5.0,96,2.0,749,6.5,7.0,0.721,11.9,4.251348311031766
2663,2001,1,69.1,194,0,4.55,516.7112481,0,0,34.4,1,91,4.4,91,1.2,6935,6.6,7.1,0.715,11.8,4.249922794040544
2664,2000,1,69.1,197,0,4.68,43.59522964,0,0,33.6,1,9,4.17,9,0.9,643,6.7,7.2,0.709,11.7,4.249922794040544
2665,2015,1,75.3,1,3,0.0,0.0,98,16,61.2,3,98,0.0,98,0.1,3828,6.5,6.4,0.723,14.6,4.334672938290411
2666,2014,1,75.1,12,3,1.39,604.8701316,98,15,6.2,3,98,7.0,98,0.1,4271,6.5,6.4,0.722,14.7,4.33204826486764
2667,2013,1,74.9,13,3,1.29,594.6453102,98,16,59.3,3,98,7.26,98,0.1,4199,6.4,6.3,0.72,14.7,4.3294166844015844
2668,2012,1,74.9,13,3,1.3,585.8776761,97,48,58.3,3,97,7.18,97,0.1,4137,6.4,6.3,0.717,14.6,4.3294166844015844
2669,2011,1,74.8,13,3,1.29,623.2120325,98,11,57.4,3,98,7.15,98,0.1,4256,6.4,6.3,0.714,14.5,4.328098292648326
2670,2010,1,74.8,12,3,1.28,64.85616718,98,1,56.5,3,98,6.54,98,0.1,414,6.3,6.3,0.71,14.4,4.328098292648326
2671,2009,1,74.7,12,3,1.4,585.6307861,99,1,55.6,3,99,6.18,99,0.1,4129,6.3,6.3,0.706,14.4,4.3267781604434035
2672,2008,1,74.7,12,3,1.37,53.08451654,99,2,54.7,3,99,5.63,99,0.1,431,6.3,6.3,0.701,14.3,4.3267781604434035
2673,2007,1,74.6,12,3,1.24,469.6282925,98,4,53.9,4,98,5.64,98,0.1,3778,6.3,6.3,0.695,14.3,4.3254562831854875
2674,2006,1,74.4,12,3,1.46,420.1153538,99,3,53.1,4,99,5.64,99,0.1,3371,6.3,6.3,0.689,14.2,4.32280727501391
2675,2005,1,74.2,14,3,1.37,379.5139945,97,15,52.2,4,98,5.57,98,0.1,3194,6.4,6.3,0.683,13.9,4.320151230955794
2676,2004,1,74.0,15,3,1.36,379.7659054,96,1,51.4,4,97,5.63,97,0.1,3112,6.4,6.3,0.673,13.6,4.31748811353631
2677,2003,1,73.7,17,4,1.34,321.7694175,92,22,5.6,4,95,5.36,95,0.1,2761,6.4,6.3,0.667,13.5,4.3134800921387715
2678,2002,1,73.5,19,4,1.17,262.8184944,93,98,49.7,5,96,5.32,96,0.1,2346,6.5,6.4,0.662,13.3,4.310799125385514
2679,2001,1,73.2,11,4,1.19,257.2878697,94,231,48.9,5,98,5.29,98,0.1,2254,6.5,6.4,0.654,13.1,4.3067641501733345
2680,2000,1,72.9,112,4,1.21,264.7842196,94,47,48.1,5,97,5.4,97,0.1,2213,6.6,6.5,0.646,12.8,4.302712827954156
2681,2015,1,75.8,16,15,0.0,0.0,97,342,66.1,18,97,0.0,97,0.1,1979,4.9,4.8,0.764,14.5,4.341204640153626
2682,2014,1,75.5,17,16,1.45,181.9083783,96,565,65.3,19,96,5.41,96,0.1,12127,4.9,4.7,0.759,14.5,4.33729074083249
2683,2013,1,75.2,19,17,1.41,188.1440348,97,7405,64.5,20,98,5.38,98,0.1,12542,4.9,4.7,0.754,14.4,4.333361462692601
2684,2012,1,74.8,112,19,1.54,20.75120211,97,349,63.7,22,97,5.24,97,0.1,1172,4.9,4.7,0.75,14.3,4.328098292648326
2685,2011,1,74.5,114,20,1.53,1275.877569,96,111,62.8,23,97,5.29,97,0.1,11341,4.9,4.7,0.737,13.8,4.324132656254979
2686,2010,1,74.2,116,21,1.49,32.78235828,96,7,61.9,25,97,5.61,97,0.1,1672,4.9,4.7,0.715,13.0,4.320151230955794
2687,2009,1,73.9,118,23,1.4,106.9482898,94,4,61.1,27,96,6.8,96,0.1,936,4.9,4.8,0.709,12.5,4.316153890523174
2688,2008,1,73.5,121,25,1.39,22.67271848,92,0,6.2,29,96,6.7,96,0.1,185,5.0,4.8,0.705,12.5,4.310799125385514
2689,2007,1,73.2,124,26,1.26,115.5801103,96,3,59.3,31,96,6.4,96,0.1,979,5.0,4.8,0.697,12.3,4.3067641501733345
2690,2006,1,72.8,126,28,1.29,103.523776,82,34,58.5,34,9,5.81,9,0.1,834,5.0,4.8,0.687,11.9,4.301358731606427
2691,2005,1,72.4,129,30,1.29,832.9552058,85,6200,57.6,36,9,5.45,9,0.1,7384,5.0,4.9,0.681,11.9,4.29592393562047
2692,2004,1,72.0,132,33,1.35,1.132766775,77,8927,56.8,39,85,5.37,85,0.1,64,5.1,4.9,0.675,12.0,4.290459441148391
2693,2003,1,71.6,135,35,1.42,459.1113061,68,5844,55.9,43,69,5.34,68,0.1,4718,5.1,5.0,0.668,11.9,4.28496492183075
2694,2002,1,71.2,138,38,1.47,35.55729,72,7823,55.1,46,78,5.36,78,0.1,366,5.2,5.0,0.658,11.5,4.279440045898781
2695,2001,1,78.0,14,41,1.49,256.4341746,77,30509,54.3,50,88,5.16,88,0.1,3119,5.2,5.1,0.653,11.1,4.3694478524670215
2696,2000,1,74.0,143,44,1.54,421.2956602,71,16244,53.5,54,85,4.95,85,0.1,4316,5.3,5.2,0.641,10.7,4.31748811353631
2697,2015,1,66.3,215,6,0.0,0.0,99,0,48.6,7,99,0.0,99,0.1,6432,3.3,3.3,0.688,10.8,4.209160236650682
2698,2014,1,66.0,217,7,2.9,691.1333535,97,0,47.7,8,98,2.7,98,0.1,7962,3.3,3.3,0.683,10.8,4.204692619390966
2699,2013,1,65.4,228,7,2.93,63.7481117,98,0,46.7,8,98,2.12,98,0.1,734,3.2,3.3,0.678,10.7,4.1956970564823886
2700,2012,1,65.6,22,7,2.75,579.4128244,98,0,45.9,8,98,1.96,97,0.1,6675,3.2,3.3,0.672,10.7,4.198704577546343
2701,2011,1,65.6,217,7,2.55,490.4181326,97,0,45.0,8,97,1.98,97,0.1,5649,3.2,3.3,0.665,10.6,4.198704577546343
2702,2010,1,65.8,211,7,2.48,385.325164,96,0,44.2,8,96,1.99,96,0.1,4439,3.2,3.3,0.0,10.6,4.2017030805426
2703,2009,1,65.6,215,6,2.35,37.88466056,97,0,43.4,8,97,1.88,96,0.1,436,3.2,3.3,0.0,10.5,4.198704577546343
2704,2008,1,64.5,235,6,2.4,34.23979419,96,0,42.7,8,96,1.93,96,0.1,394,3.2,3.3,0.0,10.5,4.182050142641207
2705,2007,1,64.1,241,6,2.58,0.358651421,98,59,42.0,8,98,2.16,98,0.1,26,3.3,3.3,0.0,10.4,4.175924549214524
2706,2006,1,63.7,245,6,2.71,29.27235366,98,48,41.3,8,98,2.9,98,0.1,2136,3.3,3.3,0.0,10.4,4.169761201506855
2707,2005,1,63.3,248,6,2.85,2.19888585,99,0,4.7,8,99,3.51,99,0.1,174,3.4,3.4,0.0,10.3,4.163559631243574
2708,2004,1,63.5,238,6,2.86,186.1013972,96,1,4.0,8,98,4.3,97,0.1,1453,3.4,3.4,0.0,10.3,4.1666652238017265
2709,2003,1,63.4,231,7,2.88,179.6156482,97,1,39.4,8,66,3.85,83,0.1,1283,3.5,3.4,0.0,10.3,4.165113633110308
2710,2002,1,63.3,229,7,2.33,130.3784829,96,11,38.7,8,99,3.34,98,0.1,967,3.5,3.5,0.0,10.2,4.163559631243574
2711,2001,1,64.0,221,7,2.35,106.180706,0,9,38.1,9,94,3.87,95,0.1,774,3.6,3.5,0.0,10.2,4.174387269895637
2712,2000,1,63.8,224,7,2.9,88.2436347,0,113,37.5,9,98,3.94,97,0.1,643,3.6,3.6,0.0,0.0,4.1713056033582285
2713,2013,1,0.0,0,0,0.01,78.28120317,9,0,79.3,0,9,16.61,9,0.1,3542,0.2,0.1,0.0,0.0,0.0
2714,2015,1,62.3,291,66,0.0,0.0,78,478,18.5,93,82,0.0,78,3.1,693,5.6,5.6,0.488,10.0,4.147885329150131
2715,2014,1,61.5,38,68,0.01,14.16770158,78,314,18.1,97,82,7.22,78,3.2,719,5.7,5.6,0.483,10.0,4.135166556742356
2716,2013,1,67.0,325,71,0.01,90.76144414,78,7878,17.6,103,82,7.47,78,4.0,662,5.7,5.7,0.478,10.0,4.219507705176107
2717,2012,1,60.0,339,73,0.01,92.88697859,78,2027,17.2,109,82,7.58,78,4.6,647,5.8,5.8,0.477,10.0,4.110873864173311
2718,2011,1,59.3,347,76,10.22,94.49686776,82,3312,16.7,114,82,9.9,82,6.8,584,5.9,5.9,0.477,10.7,4.09933210373314
2719,2010,1,58.4,362,79,10.03,116.202964,8,1313,16.3,119,79,11.2,8,8.0,594,6.0,6.0,0.473,10.9,4.084294226368599
2720,2009,1,57.5,378,82,9.63,87.04534954,79,1601,15.9,124,78,8.43,79,8.1,647,6.1,6.1,0.464,10.8,4.069026754237811
2721,2008,1,56.3,41,84,9.79,72.85023656,71,1319,15.6,130,69,9.1,71,8.2,449,6.2,6.2,0.453,10.6,4.048300623720694
2722,2007,1,55.5,41,88,9.65,6.002527685,73,3776,15.2,137,7,9.76,73,8.4,41,6.3,6.3,0.442,10.3,4.034240638152395
2723,2006,1,54.9,41,93,9.81,50.83901418,64,5736,14.8,145,62,9.86,64,8.6,336,6.4,6.4,0.434,10.6,4.023564380161053
2724,2005,1,53.2,446,99,10.09,44.52614001,64,22,14.5,155,59,9.36,64,8.7,315,6.5,6.5,0.429,10.9,3.9926809084456005
2725,2004,1,51.3,485,104,9.89,36.60609252,62,141,14.2,164,58,8.9,62,8.9,288,6.6,6.6,0.427,11.6,3.9569963710708773
2726,2003,1,51.0,53,109,10.16,4.426792406,44,29429,13.9,173,57,7.54,59,9.4,237,6.7,6.7,0.418,11.5,3.9512437185814275
2727,2002,1,48.8,523,112,10.42,2.690897842,29,49871,13.6,181,57,7.78,57,10.0,24,6.8,6.8,0.404,11.0,3.9080149840306073
2728,2001,1,47.7,539,115,10.57,26.97625217,0,48543,13.3,187,56,7.26,55,10.8,234,6.9,6.9,0.396,10.8,3.885679030088544
2729,2000,1,46.6,554,116,10.47,22.59447461,0,42554,13.0,191,55,6.77,52,11.6,257,7.0,7.0,0.382,9.8,3.8628327612373745
2730,2015,1,71.3,195,4,0.0,0.0,22,105,61.3,5,51,0.0,23,0.2,2124,2.3,2.4,0.748,15.3,4.280824129164719
2731,2014,1,78.0,23,4,8.06,5.663849328,22,0,6.7,5,45,7.1,23,0.2,314,2.3,2.4,0.746,15.2,4.3694478524670215
2732,2013,1,71.0,198,4,8.44,52.42529588,46,0,6.1,5,72,7.67,76,0.2,429,2.3,2.4,0.744,15.2,4.276666119016055
2733,2012,1,77.0,25,5,8.44,453.7830847,46,12746,59.6,5,72,7.47,76,0.2,3855,2.4,2.4,0.739,15.1,4.356708826689592
2734,2011,1,75.0,24,5,8.48,415.1627705,21,1333,59.0,5,54,6.98,5,0.2,3569,2.4,2.5,0.734,14.9,4.330733340286331
2735,2010,1,69.8,212,5,8.39,375.6835376,48,39,58.5,6,57,7.81,52,0.2,2965,2.4,2.5,0.728,14.9,4.259859000699674
2736,2009,1,69.2,231,5,8.71,324.5491348,66,0,58.0,6,74,7.8,71,0.3,2545,2.5,2.6,0.734,14.9,4.251348311031766
2737,2008,1,67.7,273,5,9.46,456.4586664,84,48,57.6,6,91,6.63,9,0.4,3891,2.5,2.6,0.73,14.9,4.229749199228304
2738,2007,1,67.5,277,5,8.86,46.19685449,92,1005,57.2,6,98,6.36,98,0.7,368,2.5,2.7,0.723,14.8,4.22683374526818
2739,2006,1,67.7,267,5,7.99,29.38172706,96,42724,56.8,6,99,6.39,98,0.8,233,2.6,2.7,0.716,14.7,4.229749199228304
2740,2005,1,67.0,278,5,7.31,217.4345257,97,2392,56.4,6,95,6.41,96,0.9,1828,2.7,2.8,0.707,14.5,4.219507705176107
2741,2004,1,67.4,267,5,6.79,180.3537859,98,146,56.1,6,99,6.61,99,1.0,1367,2.7,2.8,0.7,14.6,4.225372824628505
2742,2003,1,67.6,256,6,5.92,21.22386354,77,411,55.7,6,99,6.93,97,0.9,148,2.8,2.9,0.691,14.3,4.22829253473184
2743,2002,1,67.6,256,6,4.89,115.738974,48,7587,55.4,7,99,6.25,99,0.9,879,2.9,3.0,0.683,13.9,4.22829253473184
2744,2001,1,67.7,253,6,4.31,8.897421459,7,16970,55.1,7,99,5.66,99,0.8,78,2.9,3.0,0.673,13.2,4.229749199228304
2745,2000,1,67.5,257,6,4.49,7.883791474,4,817,54.8,8,99,5.59,99,0.7,635,3.0,3.1,0.669,13.3,4.22683374526818
2746,2015,1,77.1,75,1,0.0,0.0,99,347,64.2,1,99,0.0,99,0.1,3911,5.3,5.1,0.836,13.3,4.35799005684564
2747,2014,1,76.9,77,1,1.91,3862.68271,99,344,62.4,1,99,3.64,99,0.1,44449,5.2,5.0,0.832,13.3,4.355425952876702
2748,2013,1,76.7,78,1,1.82,377.2009132,98,0,6.5,1,98,3.49,98,0.1,4335,5.2,5.0,0.829,13.3,4.3528552573736015
2749,2012,1,76.5,8,1,1.75,3663.764502,96,132,58.6,1,96,3.45,96,0.1,42112,5.1,5.0,0.826,13.3,4.350277936359301
2750,2011,1,76.3,81,1,1.73,387.774991,95,0,57.1,1,95,3.7,95,0.1,4462,5.1,4.9,0.824,13.3,4.3476939555933765
2751,2010,1,76.2,82,1,1.69,308.0660742,94,87,55.8,1,94,3.93,94,0.1,3549,5.1,4.9,0.826,13.3,4.3463994570307305
2752,2009,1,76.0,84,1,1.73,292.4022672,93,0,55.1,1,94,4.5,93,0.1,3372,5.1,4.9,0.831,13.2,4.343805421853684
2753,2008,1,75.8,85,1,1.86,4003.908598,92,55,54.8,1,94,2.93,92,0.1,45758,5.1,4.9,0.829,13.1,4.341204640153626
2754,2007,1,75.6,87,1,1.69,3759.457226,92,0,55.1,1,94,2.57,92,0.1,42672,5.1,4.9,0.826,12.9,4.338597076746545
2755,2006,1,75.4,89,1,1.74,3749.941617,92,0,55.8,1,94,2.33,92,0.1,42372,5.1,4.9,0.823,12.8,4.335982696172475
2756,2005,1,75.3,92,1,1.79,3427.320332,92,29,56.6,1,94,2.32,94,0.1,39439,5.1,4.9,0.818,12.6,4.334672938290411
2757,2004,1,75.1,95,1,1.77,2972.448675,92,22,57.0,1,94,2.46,94,0.1,36161,5.2,4.9,0.813,12.4,4.33204826486764
2758,2003,1,74.9,98,1,1.74,277.1818332,92,42,56.8,1,94,2.65,94,0.1,3323,5.2,5.0,0.808,12.3,4.3294166844015844
2759,2002,1,74.7,11,1,1.72,2598.842827,92,53,56.0,1,94,2.72,94,0.1,31311,5.3,5.0,0.803,12.1,4.3267781604434035
2760,2001,1,74.5,14,1,1.67,243.7539129,92,30,55.0,1,94,2.48,94,0.1,3161,5.3,5.1,0.798,12.0,4.324132656254979
2761,2000,1,74.2,17,1,1.64,262.9589578,92,69,54.1,1,94,2.38,94,0.1,3371,5.4,5.1,0.791,11.8,4.320151230955794
2762,2015,0,81.2,69,3,10.66,0.0,0,91,66.6,4,96,0.0,96,0.1,0,0.8,0.6,0.0,0.0,4.409155302062135
2763,2014,0,81.0,71,3,10.37,0.0,0,133,66.0,4,95,9.12,95,0.1,0,0.8,0.5,0.0,0.0,4.406719247264253
2764,2013,0,87.0,72,3,10.32,0.0,0,1919,65.4,4,95,9.34,95,0.1,0,0.8,0.5,0.0,0.0,4.477336814478207
2765,2012,0,86.0,72,3,10.42,0.0,0,2092,64.8,4,95,9.41,95,0.1,0,0.8,0.5,0.0,0.0,4.465908118654584
2766,2011,0,86.0,74,3,10.68,0.0,0,1112,64.2,4,95,9.34,95,0.1,0,0.8,0.5,0.0,0.0,4.465908118654584
2767,2010,0,82.0,77,3,10.88,0.0,0,443,63.6,4,94,9.51,94,0.1,0,0.8,0.5,0.0,0.0,4.418840607796598
2768,2009,0,81.0,78,4,10.79,0.0,0,1212,63.1,4,93,9.81,93,0.1,0,0.8,0.5,0.0,0.0,4.406719247264253
2769,2008,0,79.6,8,4,11.47,0.0,0,1445,62.5,4,92,8.85,92,0.1,0,0.8,0.5,0.0,0.0,4.389498649512583
2770,2007,0,79.5,8,4,11.84,0.0,0,1022,61.9,4,92,8.42,92,0.1,0,0.7,0.5,0.0,0.0,4.388257184424518
2771,2006,0,79.3,82,4,11.61,0.0,0,764,61.3,4,92,8.36,92,0.1,0,0.7,0.5,0.0,0.0,4.385769620952716
2772,2005,0,79.0,82,4,12.05,0.0,0,79,6.7,4,91,8.24,91,0.1,0,0.7,0.5,0.0,0.0,4.382026634673881
2773,2004,0,78.8,83,4,12.22,0.0,0,189,6.1,4,92,7.98,92,0.1,0,0.7,0.5,0.0,0.0,4.379523504455763
2774,2003,0,78.3,86,4,11.85,0.0,0,460,59.5,4,91,7.81,91,0.1,0,0.7,0.5,0.0,0.0,4.373238128640803
2775,2002,0,78.2,87,4,11.44,0.0,0,314,58.8,4,91,7.57,91,0.1,0,0.7,0.5,0.0,0.0,4.37197629882038
2776,2001,0,78.0,88,4,10.91,0.0,0,73,58.2,4,91,7.31,91,0.1,0,0.7,0.5,0.0,0.0,4.3694478524670215
2777,2000,0,77.8,89,4,10.59,0.0,0,104,57.5,5,91,6.94,91,0.1,0,0.7,0.5,0.0,0.0,4.366912996863833
2778,2015,1,61.8,279,85,0.0,0.0,98,30,23.8,119,96,0.0,98,1.4,0,6.7,6.5,0.0,0.0,4.139955073474153
2779,2014,1,67.0,34,86,0.01,0.0,97,88,23.2,121,97,5.58,97,1.4,0,6.8,6.6,0.0,0.0,4.219507705176107
2780,2013,1,59.7,323,86,4.2,0.0,91,185,22.5,124,91,5.57,91,2.1,0,6.8,6.7,0.0,0.0,4.1059436980654525
2781,2012,1,58.6,348,87,3.98,0.0,92,1668,21.9,126,9,5.72,92,2.4,0,6.9,6.8,0.0,0.0,4.087655574071304
2782,2011,1,58.3,348,88,4.04,0.0,9,1622,21.3,128,88,5.72,9,3.1,0,7.0,6.9,0.0,0.0,4.08260930600368
2783,2010,1,57.5,36,89,4.19,0.0,91,167,2.7,131,94,5.3,91,4.6,0,7.1,7.1,0.0,0.0,4.069026754237811
2784,2009,1,56.9,368,91,3.97,0.0,85,1574,2.2,135,88,3.97,85,6.4,0,7.2,7.2,0.0,0.0,4.05871738457895
2785,2008,1,56.2,376,92,3.44,0.0,86,3413,19.6,138,89,4.21,86,7.4,0,7.3,7.3,0.0,0.0,4.046553898385752
2786,2007,1,54.5,411,94,4.4,0.0,83,7726,19.1,141,88,4.72,83,8.5,0,7.5,7.4,0.0,0.0,4.0163830207523885
2787,2006,1,53.1,437,96,4.07,0.0,9,2362,18.6,145,91,6.86,9,9.4,0,7.6,7.5,0.0,0.0,3.9908341858524357
2788,2005,1,52.2,449,97,3.94,0.0,9,23,18.1,149,91,4.66,9,10.0,0,7.7,7.6,0.0,0.0,3.9740583963475986
2789,2004,1,51.5,454,100,3.81,0.0,95,1419,17.7,154,95,4.1,95,10.8,0,7.8,7.8,0.0,0.0,3.960813169597578
2790,2003,1,58.0,459,103,2.34,0.0,95,1673,17.2,160,97,4.6,95,11.5,0,7.9,7.9,0.0,0.0,4.07753744390572
2791,2002,1,52.0,46,106,3.37,0.0,89,5131,16.8,166,91,3.59,89,12.1,0,8.0,8.0,0.0,0.0,3.970291913552122
2792,2001,1,49.6,46,110,4.09,0.0,0,11847,16.4,173,65,3.28,87,12.5,0,8.2,8.1,0.0,0.0,3.92395157629342
2793,2000,1,49.2,457,114,3.89,0.0,0,14649,16.0,181,64,2.64,79,12.8,0,8.3,8.3,0.0,0.0,3.9160150266976834
2794,2015,0,79.3,13,23,0.0,0.0,92,188,69.6,26,93,0.0,95,0.1,0,0.8,0.6,0.0,0.0,4.385769620952716
2795,2014,0,79.1,14,23,8.82,0.0,92,667,69.1,27,93,17.14,95,0.1,0,0.8,0.6,0.0,0.0,4.383275854074314
2796,2013,0,78.9,16,23,8.82,0.0,91,187,68.6,27,93,16.9,94,0.1,0,0.7,0.6,0.0,0.0,4.380775852772229
2797,2012,0,78.8,16,24,8.82,0.0,9,55,68.0,28,93,17.2,94,0.1,0,0.7,0.6,0.0,0.0,4.379523504455763
2798,2011,0,78.7,16,25,8.67,0.0,91,220,67.5,29,94,17.6,96,0.1,0,0.7,0.6,0.0,0.0,4.378269585796169
2799,2010,0,78.7,15,25,8.55,0.0,92,63,66.9,30,93,17.2,95,0.1,0,0.7,0.6,0.0,0.0,4.378269585796169
2800,2009,0,78.5,18,26,8.71,0.0,92,71,66.3,31,93,17.0,95,0.1,0,0.7,0.6,0.0,0.0,4.375757021660286
2801,2008,0,78.2,18,27,8.74,0.0,94,140,65.7,31,94,16.2,96,0.1,0,0.7,0.6,0.0,0.0,4.37197629882038
2802,2007,0,78.1,11,27,8.74,0.0,93,43,65.1,32,93,15.57,96,0.1,0,0.7,0.6,0.0,0.0,4.370712874773608
2803,2006,0,77.8,113,28,8.63,0.0,93,55,64.4,33,93,15.27,96,0.1,0,0.7,0.6,0.0,0.0,4.366912996863833
2804,2005,0,77.5,112,28,8.52,0.0,93,66,63.8,33,92,15.15,96,0.1,0,0.7,0.6,0.0,0.0,4.363098624788363
2805,2004,0,77.5,111,28,8.48,0.0,92,37,63.1,33,92,15.14,96,0.1,0,0.7,0.6,0.0,0.0,4.363098624788363
2806,2003,0,77.2,114,28,8.4,0.0,92,56,62.4,33,91,15.6,96,0.1,0,0.7,0.6,0.0,0.0,4.359269647551265
2807,2002,0,77.0,115,28,8.33,0.0,88,41,61.7,33,9,14.55,94,0.1,0,0.8,0.6,0.0,0.0,4.356708826689592
2808,2001,0,76.9,115,28,8.25,0.0,89,116,6.9,33,89,13.73,94,0.1,0,0.8,0.6,0.0,0.0,4.355425952876702
2809,2000,0,76.8,114,28,8.21,0.0,9,85,6.1,33,9,13.7,94,0.1,0,0.8,0.7,0.0,0.0,4.354141431184346
2810,2015,1,77.0,116,0,0.0,0.0,95,0,64.0,0,95,0.0,95,0.1,15524,1.5,1.4,0.794,15.5,4.356708826689592
2811,2014,1,76.8,117,0,6.03,463.6397821,95,0,63.4,0,95,8.58,95,0.1,16737,1.5,1.4,0.791,15.5,4.354141431184346
2812,2013,1,76.8,117,0,5.82,482.8039445,94,0,62.9,0,94,8.68,94,0.1,16881,1.5,1.4,0.788,15.5,4.354141431184346
2813,2012,1,76.5,118,0,5.77,339.7190493,95,0,62.3,0,95,8.74,95,0.1,1592,1.5,1.5,0.784,15.5,4.350277936359301
2814,2011,1,77.0,111,0,5.97,417.9117441,95,0,61.8,1,95,8.55,95,0.1,14166,1.5,1.5,0.78,15.5,4.356708826689592
2815,2010,1,76.3,118,0,6.21,2331.532804,95,0,61.2,1,95,8.63,95,0.1,11938,1.5,1.5,0.777,15.6,4.3476939555933765
2816,2009,1,76.6,118,0,6.67,1871.736563,95,0,6.7,1,95,8.78,95,0.1,9415,1.5,1.5,0.774,15.5,4.351567427189173
2817,2008,1,76.4,119,1,6.76,24.73142261,94,0,6.1,1,94,8.17,94,0.1,962,1.6,1.5,0.77,15.7,4.3489867805956814
2818,2007,1,75.4,124,1,6.67,14.47305874,94,0,59.5,1,94,8.23,94,0.1,79,1.6,1.5,0.76,15.3,4.335982696172475
2819,2006,1,76.2,117,1,6.58,1712.225506,95,0,58.9,1,95,11.17,95,0.1,5877,1.6,1.6,0.756,15.2,4.3463994570307305
2820,2005,1,75.7,123,1,6.35,152.5448405,96,0,58.3,1,96,11.15,96,0.1,522,1.6,1.6,0.753,15.5,4.33990170837321
